,アルバムID,属性,ﾚｱ,称号,名前,+,ｺｽﾄ,アルバム攻,アルバム守,MAX攻,MAX守,MAX確認,MAX攻/ｺｽﾄ,MAX守/ｺｽﾄ,特技名,対象属性,攻守,効果,備考,重複
,3309802,Pa,R+,[ﾄﾗﾍﾞﾙ☆ｶﾞｰﾙ],並木芽衣子,+,12,2904,1992,9621,6599,×,801.8,549.9,ﾄｷﾒｷ★ﾂｱｰ,全タイプ,攻,中～大アップ,,
,3309902,Pa,R+,[ﾛｯｷﾝｸﾞｾｯｼｮﾝ],木村夏樹,+,12,2544,2352,8428,7792,×,702.3,649.3,疾走ﾘｽﾞﾑ,全タイプ,攻守,中アップ,アイドルセッション,
,3310002,Pa,R+,[ｽﾊﾟﾆｯｼｭｽﾀｲﾙ],堀裕子,+,10,2232,2112,7395,6996,×,739.5,699.6,ｻｲｷｯｸ･ｶﾝﾃ,全タイプ,攻守,中アップ,,
,3310102,Pa,R+,[ﾃﾞﾋﾞﾘｯｼｭｺﾞｼｯｸ],海老原菜帆,+,13,2232,3792,7395,12562,○,568.8,966.3,物欲しげな視線,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,大～特大アップ,,
,3310202,Pa,R+,[ﾃｰﾏﾊﾟｰｸ],上田鈴帆,+,10,1680,2208,5566,7314,○,556.6,731.4,どらごんふぁいやー!,パッション,攻守,中アップ,アイドルサバイバルinテーマパーク2013,
,3310302,Pa,R+,[ｲﾉｾﾝﾄｶｼﾞｭｱﾙ],喜多見柚,+,12,2760,2736,9143,9064,×,761.9,755.3,ﾎﾟｼﾞﾃｨﾌﾞｼｮｯﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中ダウン,,
,3310402,Pa,R+,[ﾄﾞﾘｰﾑﾌﾟﾚｲﾔｰ],三好紗南,+,13,3600,2160,11926,7156,○,917.4,550.5,8bitﾊﾟｰﾃｨｰ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,3310502,Pa,R+,[ﾌﾚｯｼｭﾏﾝﾀﾞﾘﾝ],ｷｬｼｰ･ｸﾞﾗﾊﾑ,+,10,1776,1656,5884,5487,×,588.4,548.7,ﾊｯﾋﾟｰｵﾚﾝｼﾞ,パッション,攻,中アップ,愛媛エリア,
,3310602,Pa,R+,[ﾚｲﾝﾄﾞﾛｯﾌﾟ],大槻唯,+,12,2376,2496,7871,8268,○,655.9,689.0,ﾚｲﾆｰﾃﾝｼｮﾝ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中アップ,アイドルプロデュース 鎌倉あじさい巡り,
,3310702,Pa,R+,[ﾚｲﾝﾄﾞﾛｯﾌﾟｽﾏｲﾙ],大槻唯,+,12,2496,2376,8268,7871,×,689.0,655.9,ﾚｲﾆｰﾃﾝｼｮﾝ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中アップ,アイドルプロデュース 鎌倉あじさい巡り,
,3310802,Pa,R+,[ｼﾞｭｰﾝﾌﾞﾗｲﾄﾞ],土屋亜子,+,12,2928,2376,9700,7871,×,808.3,655.9,ｷﾗｷﾗ☆ｼﾞｭｴﾘｰ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,中アップ,,
,3310902,Pa,R+,[ｴｷｿﾞﾁｯｸﾀﾞﾝｻｰ],杉坂海,+,13,2952,3024,9779,10018,○,752.2,770.6,情熱の踊り,ｷｭｰﾄ･ｸｰﾙ,攻守,大ダウン,ﾄﾞﾘｰﾑ☆ﾌﾟﾘﾝｾｽ5STEPｶﾞﾁｬ,
,3311002,Pa,R+,[はいから料理娘],首藤葵,+,13,3024,2952,10018,9779,×,770.6,752.2,お料理ﾃｸﾆｯｸ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大ダウン,,
,3311102,Pa,R+,[ﾊﾞﾘｽﾀｲﾙ],槙原志保,+,11,1656,2616,5487,8667,×,498.8,787.9,ﾄﾛﾋﾟｶﾙｽｲｰﾂ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,中アップ,アイドルLiveツアーinバリ島,
,3311202,Pa,R+,[浴衣祭り],西島櫂,+,11,2304,2544,7632,8428,○,693.8,766.2,金魚の舞,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,小アップ,アイドル浴衣祭り2013ガチャ,
,3311302,Pa,R+,[浴衣祭り],及川雫,+,13,3648,2448,12084,8110,○,929.5,623.8,ｼｭﾜｼｭﾜﾎﾞﾃﾞｨ,パッション,攻,大～特大アップ,アイドル浴衣祭り2013ガチャ,
,3311402,Pa,R+,[ﾘﾄﾙｱｸﾄﾚｽ],ﾒｱﾘｰ･ｺｸﾗﾝ,+,13,3576,2328,11847,7713,×,911.3,593.3,ｵﾄﾅ気分,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,3311502,Pa,R+,,冴島清美,+,11,1608,2256,5327,7474,○,484.3,679.5,ﾙｰﾙ執行!,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3311602,Pa,R+,[花火祭り],喜多日菜子,+,12,2400,2496,7950,8268,○,662.5,689.0,ｻﾏｰﾃﾞｲﾄﾞﾘｰﾑ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,中アップ,アイドルプロデュース 夜空に咲く花火編,
,3311702,Pa,R+,[花火祭りｽﾏｲﾙ],喜多日菜子,+,12,2496,2400,8268,7950,○,689.0,662.5,ｻﾏｰﾃﾞｲﾄﾞﾘｰﾑ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,中アップ,アイドルプロデュース 夜空に咲く花火編,
,3311802,Pa,R+,[おちゃめなｻｲｷｯｶｰ],堀裕子,+,13,3600,2328,11926,7713,○,917.4,593.3,ｻｲｷｯｸ･力技,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,3311902,Pa,R+,[ﾊﾜｲｱﾝｽﾀｲﾙ],矢口美羽,+,11,2280,2064,7553,6838,○,686.6,621.6,ﾄﾛﾋﾟｶﾙﾌﾟﾚｾﾞﾝﾄ!,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中アップ,,
,3312002,Pa,R+,[ﾋﾞｰﾁﾊﾟﾗﾀﾞｲｽ],向井拓海,+,13,3168,2976,10494,9858,×,807.2,758.3,一刀★両断,パッション,攻守,大アップ,,
,3312102,Pa,R+,[ぷにぷにｻﾏｰ],海老原菜帆,+,12,3216,2232,10654,7395,○,887.8,616.3,ﾌﾟﾆｮﾌﾜの感触,全タイプ,攻,大アップ,,
,3312302,Pa,R+,[ｲﾀｽﾞﾗｺﾞｼｯｸ],小関麗奈,+,13,3144,3048,10415,10097,○,801.2,776.7,ｲﾀｽﾞﾗﾓｰﾄﾞ,パッション,攻守,大～特大アップ,,
,3312402,Pa,R+,[ｻﾏｰﾊﾞｹｰｼｮﾝ],若林智香,+,12,2112,2736,6996,9064,×,583.0,755.3,ｽﾌﾟﾗｯｼｭﾁｱｰ,パッション,攻守,中アップ,,
,3312502,Pa,R+,[ﾊﾞﾆｰｶﾞｰﾙ],相馬夏美,+,12,1968,3432,6520,11369,○,543.3,947.4,ﾊﾞﾆｰｱﾋﾟｰﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中～大アップ,,
,3312602,Pa,R+,[ｴﾚｶﾞﾝﾄｽﾀｲﾙ],衛藤美紗希,+,13,3240,2328,10733,7713,×,825.6,593.3,ｶﾞｰﾙｽﾞﾊﾟﾜｰ,全タイプ,攻,大アップ,,
,3312702,Pa,R+,[ｸｯｷﾝｸﾞﾁｬﾚﾝｼﾞ],姫川友紀,+,11,1776,2664,5884,8825,×,534.9,802.3,打ってよし投げてよし,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3312802,Pa,R+,[ｸｯｷﾝｸﾞ･ｽﾏｲﾙ],姫川友紀,+,11,2016,2448,6678,8110,×,607.1,737.3,打ってよし投げてよし,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3312902,Pa,R+,[ﾛﾜｲﾔﾙｽﾀｲﾙ],野々村そら,+,12,2928,2304,9700,7632,○,808.3,636.0,はっぴー☆ぎゃんぶる,全タイプ,攻,大アップ,,
,3313002,Pa,R+,[等身大の素顔],南条光,+,13,3048,2976,10097,9858,○,776.7,758.3,願いのﾁｶﾗ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,3313102,Pa,R+,[ﾊﾛｳｨﾝﾅｲﾄ],上田鈴帆,+,13,3072,3024,10176,10018,×,782.8,770.6,古の秘宝,全タイプ,攻守,中～大ダウン,,
,3313202,Pa,R+,[ﾌﾟﾘﾑﾗﾌﾞﾙｰﾑ],松山久美子,+,12,2880,2616,9540,8667,○,795.0,722.3,魅惑のﾌﾚｸﾞﾗﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,3313302,Pa,R+,[ｴﾚｶﾞﾝﾄJKT],浜川愛結奈,+,13,3600,2376,11926,7871,×,917.4,605.5,ｽﾀｲﾙｱｯﾌﾟ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,3313402,Pa,R+,[ｽﾎﾟｰﾃｨｽﾀｲﾙ],愛野渚,+,11,2160,2184,7156,7235,×,650.5,657.7,ｽﾎﾟｰﾂﾏﾝｼｯﾌﾟ,パッション,攻守,中アップ,,
,3313502,Pa,R+,[ｽﾍﾟｰｽｽﾀｲﾙ],西島櫂,+,12,2952,2280,9779,7553,×,814.9,629.4,宇宙遊泳,全タイプ,攻,大アップ,,
,3313602,Pa,R+,[湯けむり月夜],冴島清美,+,14,3672,2688,12165,8904,×,868.9,636.0,班長権限!,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3313702,Pa,R+,[湯けむり月夜],斉藤洋子,+,12,2976,2328,9858,7713,×,821.5,642.8,ほろ酔い気分,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,-,小～中アップ,
,3313802,Pa,R+,[ｶｼﾞｭｱﾙｽﾀｲﾙ],真鍋いつき,+,13,2904,3144,9621,10415,×,740.1,801.2,ゆるやかﾀﾞﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,3313902,Pa,R+,[ﾀﾞﾝｼﾝｸﾞﾌﾞﾗｲﾄﾞ],小松伊吹,+,14,3648,2736,12084,9064,×,863.1,647.4,ﾌﾞﾗｲﾀﾞﾙｽﾃｯﾌﾟ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3314002,Pa,R+,[素顔のお姉さん],沢田麻理菜,+,12,2904,2592,9621,8586,×,801.8,715.5,さざ波の歌声,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,3314102,Pa,R+,[2ndｱﾆﾊﾞｰｻﾘｰ],本田未央,+,12,2928,2016,9700,6678,×,808.3,556.5,ﾒﾓﾘｱﾙﾀﾞﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,中アップ,,
,3314202,Pa,R+,[2ndｱﾆﾊﾞｰｻﾘｰ･ｽﾏｲﾙ],本田未央,+,13,2496,3120,8268,10336,×,636.0,795.1,ﾒﾓﾘｱﾙﾀﾞﾝｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3314302,Pa,R+,[2ndｱﾆﾊﾞｰｻﾘｰ･ﾈｺﾐﾐ],本田未央,+,14,3168,3168,10494,10494,×,749.6,749.6,ﾒﾓﾘｱﾙﾀﾞﾝｽ,全タイプ,攻守,特大アップ,,
,3314402,Pa,R+,[ｸﾘｽﾏｽﾊﾟｰﾃｨｰ],村上巴,+,12,2040,3432,6759,11369,×,563.3,947.4,おめかしｸﾘｽﾏｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,中～大アップ,,
,3314502,Pa,R+,[ﾛﾜｲﾔﾙｽﾀｲﾙ],仙崎恵磨,+,12,2976,2256,9858,7474,×,821.5,622.8,ﾜｲﾙﾄﾞｶｰﾄﾞ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3314602,Pa,R+,[ﾃｨｰﾌﾚｰﾊﾞｰﾒｲﾄﾞ],槙原志保,+,11,2232,1632,7395,5406,×,672.3,491.5,甘いひととき,パッション,攻,中アップ,,
,3314702,Pa,R+,[ﾒﾃﾞﾀｲｶﾞｰﾙ],難波笑美,+,14,3600,2712,11926,8985,×,851.9,641.8,笑撃のﾂｯｺﾐ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3314802,Pa,R+,[新春ｺﾚｸｼｮﾝ],ﾅﾀｰﾘｱ,+,13,3072,2952,10176,9779,×,782.8,752.2,おみくじﾁｬﾝｽ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大ダウン,,
,3314902,Pa,R+,[ﾆｭｰｲﾔｰｽﾀｲﾙ],的場梨沙,+,11,2376,2088,7871,6917,×,715.5,628.8,背伸びのﾌﾟﾗｲﾄﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,中アップ,,
,3315002,Pa,R+,[ﾛﾜｲﾔﾙｽﾀｲﾙ],三好紗南,+,12,1872,2952,6202,9779,×,516.8,814.9,ﾗﾌﾞｹﾞｰﾑ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3315102,Pa,R+,[はっぴーはっぴー],野々村そら,+,14,3216,3120,10654,10336,×,761.0,738.3,ぴーす☆さいん,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3315202,Pa,R+,[ﾄｷﾒｷﾊﾞﾚﾝﾀｲﾝ],矢口美羽,+,14,3816,2664,12641,8825,×,902.9,630.4,友ﾁｮｺ＆…,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3315302,Pa,R+,[ｼｮｺﾗﾌﾚｰﾊﾞｰ],冴島清美,+,12,2448,2472,8110,8189,×,675.8,682.4,超☆ﾁｮｺﾚｰﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中アップ,,
,3315402,Pa,R+,[ｼｮｺﾗﾌﾚｰﾊﾞｰ･S],冴島清美,+,13,3432,2424,11369,8031,×,874.5,617.8,超☆ﾁｮｺﾚｰﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大アップ,,
,3315502,Pa,R+,[ﾜﾝﾀﾞｰﾊﾞﾆｰ],並木芽衣子,+,14,3288,3216,10893,10654,×,778.1,761.0,ﾗﾋﾞｯﾄﾗﾍﾞﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大～特大アップ,,
,3315602,Pa,R+,,佐藤心,+,12,2448,1872,8110,6202,×,675.8,516.8,物理的はぁとｱﾀｯｸ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,中アップ,,
,3315702,Pa,R+,[ｱｸﾃｨﾌﾞﾁｱｰ],斉藤洋子,+,13,3312,2328,10972,7713,×,844.0,593.3,ﾌｪｲﾊﾞﾘｯﾄｴｰﾙ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3315802,Pa,R+,[ｻﾙﾌｧｰﾌﾞﾗｲﾄ],土屋亜子,+,14,2424,3960,8031,13119,×,573.6,937.1,一挙両得!,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,大アップ,,
,3315902,Pa,R+,[ひな祭り],北川真尋,+,12,2976,2616,9858,8667,×,821.5,722.3,ﾗﾝｱﾝﾄﾞﾌｧﾝ,全タイプ,攻,大アップ,,
,3316002,Pa,R+,[ｾﾚｸﾄﾒｲﾄﾞ],衛藤美紗希,+,13,2160,3744,7156,12402,×,550.5,954.0,女子力向上ﾚｯｽﾝ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,中～大アップ,,
,3316102,Pa,R+,[ｶｼﾞｭｱﾙ&ﾌﾘﾙ],小松伊吹,+,14,3672,2736,12165,9064,×,868.9,647.4,ｱｯﾌﾟﾃﾝﾎﾟﾀﾞﾝｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3316202,Pa,R+,[ﾛﾜｲﾔﾙｽﾀｲﾙNP],財前時子,+,12,3024,2352,10018,7792,×,834.8,649.3,仕置の構え,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3316302,Pa,R+,[ｸﾞﾘｯﾀｰｽﾃｰｼﾞ],喜多日菜子,+,14,3888,2640,12880,8746,×,920.0,624.7,妄想ﾄﾞﾘｰﾑ,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3316402,Pa,R+,[ｸﾞﾘｯﾀｰｽﾃｰｼﾞ],首藤葵,+,12,3048,2328,10097,7713,×,841.4,642.8,まごころのゆめ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,中アップ,,
,3316502,Pa,R+,[ｳﾞｫﾔｰｼﾞｭ･ｼｰﾌ],木村夏樹,+,12,2928,2256,9700,7474,×,808.3,622.8,義賊の盗術,全タイプ,攻,中～大アップ,,
,3316602,Pa,R+,[ﾏｰﾁﾝｸﾞﾊﾞﾝﾄﾞ],龍崎薫,+,14,3216,3216,10654,10654,×,761.0,761.0,ﾄﾝﾄﾝﾘｽﾞﾑ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3316702,Pa,R+,[ｶｼﾞｭｱﾙﾁｱｰ],真鍋いつき,+,13,3336,2592,11051,8586,×,850.1,660.5,ｽﾎﾟｰﾃｨｰｴｰﾙ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3316802,Pa,R+,[ﾌﾗﾜｰｶﾞｰﾃﾞﾝ],矢口美羽,+,12,2448,2400,8110,7950,×,675.8,662.5,ﾌﾗﾜｰﾌﾚｸﾞﾗﾝｽ,パッション,攻守,中～大アップ,,
,3316902,Pa,R+,[ﾜｰｷﾝｸﾞ･ﾀﾞｰﾃｨ],片桐早苗,+,13,3168,2880,10494,9540,×,807.2,733.8,つばめ返し,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大ダウン,,
,3317002,Pa,R+,[ﾌﾚｯｼｭJKT],松山久美子,+,14,3696,2712,12244,8985,×,874.6,641.8,美意識ｱｯﾌﾟ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3317102,Pa,R+,[魔女っ娘I.C],小関麗奈,+,12,2940,2340,8453,6728,●,704.4,560.7,ﾁｪﾝｼﾞ･ﾌﾚｲﾑ,パッション,攻,中アップ,,
,3317202,Pa,R+,[ﾊｯﾋﾟｰｳｪﾃﾞｨﾝｸﾞ],沢田麻理菜,+,13,2088,3816,6917,12641,×,532.1,972.4,ﾌﾞﾗｲﾀﾞﾙﾛﾏﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,中～大アップ,,
,3317302,Pa,R+,[ｶﾞﾝｽﾘﾝｶﾞｰ],ｷｬｼｰ･ｸﾞﾗﾊﾑ,+,12,2640,2544,8746,8428,×,728.8,702.3,ｼﾞｮｰｸｼｮｯﾄ,全タイプ,攻守,中～大アップ,,
,3317402,Pa,R+,[ｽﾘｰﾋﾟｰｽﾊﾟﾝｸｽ],仙崎恵磨,+,14,3264,3192,10812,10575,×,772.3,755.4,ﾊｲﾃﾝｼｮﾝﾎﾟｰｽﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3317502,Pa,R+,[ｱﾀﾞﾙﾃｨﾌｪﾐﾆﾝ],相馬夏美,+,14,3888,2616,12880,8667,×,920.0,619.1,ｱｸﾃｨﾌﾞﾎﾞﾃﾞｨﾒｲｸ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3317602,Pa,R+,[T.B.ｽｳｨｰﾃｨｰ],佐藤心,+,12,3120,2304,10336,7632,×,861.3,636.0,はぁとこっつんこ☆,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3317702,Pa,R+,[ﾋﾞｰﾁｻｲﾄﾞ],三好紗南,+,14,3960,2640,13119,8746,×,937.1,624.7,ﾋﾟｺﾋﾟｺ☆ﾊﾝﾏｰ,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3317802,Pa,R+,[ﾋﾞｰﾁｻｲﾄﾞ],浜川愛結奈,+,12,3120,2304,10336,7632,×,861.3,636.0,ｾｸｼｰﾌﾗｯｸﾞ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,中アップ,,
,3317902,Pa,R+,[ｼｰﾊﾟｲﾚｰﾂ],衛藤美紗希,+,12,2736,2712,9064,8985,×,755.3,748.8,お宝ｼﾞｭｴﾘｰ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3318002,Pa,R+,[あまあまﾎﾞﾃﾞｨ],海老原菜帆,+,13,3384,2544,11211,8428,×,862.4,648.3,ｽｳｨｰﾄﾏｲﾝﾄﾞ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3318102,Pa,R+,[夏休み],城ヶ崎莉嘉,+,12,2640,2544,8746,8428,×,728.8,702.3,ｾｸｼｰ☆日焼けあと,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,中アップ,,
,3318202,Pa,R+,[笑顔の夏休み],城ヶ崎莉嘉,+,13,3360,2544,11130,8428,×,856.2,648.3,ｾｸｼｰ☆日焼けあと,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3318302,Pa,R+,[ほのかな甘さ],杉坂海,+,14,3768,2664,12483,8825,×,891.6,630.4,幸せの味,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3318402,Pa,R+,[ﾛｯｸI.C],冴島清美,+,12,2420,2840,6958,8165,●,579.8,680.4,ｷﾞﾀｰﾚｯｽﾝ,パッション,守,中アップ,,
,3318502,Pa,R+,[ﾊﾟﾗﾀﾞｲｽﾘｿﾞｰﾄ],西島櫂,+,14,3288,3240,10893,10733,×,778.1,766.6,ﾏｰﾒｲﾄﾞｳｲﾝｸ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大ダウン,,
,3318602,Pa,R+,[T.B.ﾁｱｰｽﾞ],依田芳乃,+,12,3144,2280,10415,7553,×,867.9,629.4,海鳴りのしらべ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3318702,Pa,R+,[ｾﾚｸﾄﾒｲﾄﾞ],村上巴,+,14,3312,3264,10972,10812,×,783.7,772.3,奉仕一貫,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大～特大アップ,,
,3318802,Pa,R+,[ﾌﾚﾝｽﾞﾎﾘﾃﾞｰ],喜多見柚,+,14,3312,3168,10972,10494,×,783.7,749.6,ｷｽﾞﾅﾊﾟｽﾎﾟｰﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3318902,Pa,R+,[青春のありか],若林智香,+,13,2952,2928,9779,9700,×,752.2,746.2,応援のﾁｶﾗ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3319002,Pa,R+,[ﾒﾙﾍﾝｱﾆﾏﾙｽﾞ],北川真尋,+,13,2088,3888,6917,12880,×,532.1,990.8,ちゅーちゅーぱわー,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,中～大アップ,,
,3319202,Pa,R+,[ｻﾌｧﾘｱﾄﾞﾍﾞﾝﾁｬｰ],的場梨沙,+,13,2544,2952,8428,9779,×,648.3,752.2,ｵｰｼﾞｰﾃﾞｰﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3319302,Pa,R+,[ｻﾌｧﾘｱﾄﾞﾍﾞﾝﾁｬｰ･S],的場梨沙,+,13,2976,2928,9858,9700,×,758.3,746.2,ｵｰｼﾞｰﾃﾞｰﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3319402,Pa,R+,[ﾄﾞﾘｰﾑﾍﾟｲﾝﾄ],喜多日菜子,+,14,3864,2592,12801,8586,×,914.4,613.3,自由すぎるｱｰﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3319502,Pa,R+,[めろめろｺｺﾒﾛﾝ],並木芽衣子,+,12,2352,2256,7792,7474,×,649.3,622.8,甘いﾌﾚｰﾊﾞｰ,パッション,攻守,中アップ,,
,3319602,Pa,R+,[ﾈｸｽﾄｽﾀｰI.C],佐藤心,+,13,2880,2760,8280,7935,●,636.9,610.4,はぁとの挑戦,パッション,攻守,中アップ,,
,3319702,Pa,R+,[ｽｸｰﾙｶﾞｰﾙ],財前時子,+,14,3336,3192,11051,10575,×,789.4,755.4,絶望の瞳,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大ダウン,,
,3319802,Pa,R+,[お笑いｽﾀｲﾙ],ｷｬｼｰ･ｸﾞﾗﾊﾑ,+,14,3336,3144,11051,10415,×,789.4,743.9,推しの勢い,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3319902,Pa,R+,[T.B.ﾊﾛｳｨﾝ],野々村そら,+,13,3288,2472,10893,8189,×,837.9,629.9,おばけとーくなう,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3320002,Pa,R+,[秋色温泉],小関麗奈,+,14,4032,2592,13356,8586,×,954.0,613.3,まんじゅうこわい,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3320102,Pa,R+,[秋色温泉],仙崎恵磨,+,12,3192,2232,10575,7395,×,881.3,616.3,超ｴﾏｯｼｭ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,中アップ,,
,3320202,Pa,R+,[豪放の鬼人],愛野渚,+,13,2928,2880,9700,9540,×,746.2,733.8,大将の心意気,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
